1,The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails - #GrindCity
1,The latest Clif's Notes on Sports - #hailstate! THIS_IS_A_URL Thanks to THIS_IS_A_MENTION #hailstate #grindcity
1,I can dig this version of the THIS_IS_A_MENTION while the injuries are stacked. #GrindCity
-1,Other stats from Thunder Mobile App. #ThunderUp THIS_IS_A_URL
-1,Russ is freaking flash right now. 😂 #ThunderUp
-1,We're calling walking when using a pivot foot. It's like they don't always know the rules. #icantwaittilicantsee #thunderup
-1,Dre got Kneed in the thigh ... 😫#ThunderUp
-1,Westbrook needs to find other ways to contribute. His Js are off today #ThunderUp
-1,😱 😦what's wrong with Dre.  #ThunderUp
-1,When elephants fight only the grass suffers 😂. Kanter 💪🏼#ThunderUp
-1,Wait...The refs actually gave us a foul call? Under the rim? #ThunderUp
-1,THIS_IS_A_MENTION ended the half with authority.Slammed so hard that nobody had to say to let the boys be boys.It was just understood. #ThunderUp
-1,Defense leads to offense. #ThunderUp
-1,"Oladipo now works at an office? Lol he ""files"" to the rim. #ThunderUp THIS_IS_A_URL"
-1,12-8-8 for Russ.  First half triple double within reach. #ThunderUp
1,Russell Westbrook is now averaging a triple-double. #ThunderUp THIS_IS_A_URL
1,U ready to #ThunderUp?Thunder hosts Wizards tonight in OKC. THIS_IS_A_URL
1,Russell. In the building &amp; on the floor. Watch it all! #ThunderUp #OKCvsWAS THIS_IS_A_URL
1,Oladipo j at the buzzer! Thunder leads Wizards 32-19 after one. #ThunderUp THIS_IS_A_URL
1,Russ to Dre. 🏈or🏀? #ThunderUp THIS_IS_A_URL
1,Full stats and highlights from last night's W in NYC: THIS_IS_A_URL #thunderup THIS_IS_A_URL
1,Thunder bench outscored Knicks' 48-19. #ThunderUp THIS_IS_A_URL
1,"About a minute into Q3. Russ has another triple-double. 3rd straight, 8th of the season, 45th of his career.… THIS_IS_A_URL"
1,SO far tonight the #okcthunder are showing a lot of teamwork and togetherness as the help Russell Westbrook from th… THIS_IS_A_URL
1,#ThunderUp lead the #Wizards 58-47 with just 1 minute to go in half #1!
1,#OKCThunder #ThunderUp #FanPhotos On-Court Promotions THIS_IS_A_URL
1,Thunder have 14 fast break points. #ThunderUp
-1,Well that was a weird passage of play! #LakeShow
-1,LOU WILL  DEFENSE?! #Lakeshow #GoLakers
-1,U got thrown booiii #lakeshow
-1,Not now Brandon pleaseeee! #LakeShow
-1,Don't do this Sam. Don't do it. #LakeShow THIS_IS_A_URL
-1,OMG what happened to B.I?? #LakeShow
-1,15 turnovers in the first half? 😳 #lakers #lakeshow should be blowing the #Bulls out
-1,Close game still pissing me off. #LakeShow
-1,C'mon...admit it...you never thought the Lakers would be tied at the half after trailing by 14. Way to battle out there!#LakeShow
-1,"Half-time, Lakers tied at 47. Not a great first half, but give the team credit, they stuck with it and brought it back. #LakeShow"
-1,Tied at half after all that #LakeShow
-1,"This game shouldn't be tied, but here we are #lakeshow"
1,"Smiling through the pain. Get well soon, Unk! #LakeShow THIS_IS_A_URL"
1,Uncle P is coming out fired up tonight 🔥 #LakeShow THIS_IS_A_URL
1,Let's go #LakeShow!! THIS_IS_A_URL
1,Almost time #LakeShow THIS_IS_A_URL
1,Ball is up. #LakeShow
1,A block by Ingram leads to a fastbreak dunk by Nance Jr. #LakeShow (📺: THIS_IS_A_MENTION &amp; THIS_IS_A_MENTION THIS_IS_A_URL
1,Gameday in the Windy City #LakeShow THIS_IS_A_URL
1,B.I. getting them up #LakeShow THIS_IS_A_URL
1,Pregame Glove Work #LakeShow THIS_IS_A_URL
1,#LakeShow gets rolling in the Big Easy at 5pm PT on THIS_IS_A_MENTION THIS_IS_A_URL
1,Calderon and Mozgov run the pick and roll straight to the basket for a slam #LakeShow (📺: THIS_IS_A_MENTION &amp;… THIS_IS_A_URL
1,Ingram And 1 baby #LakeShow
-1,THIS_IS_A_MENTION THIS_IS_A_MENTION most warriors fans have suffered....I see #bandwagonhaters....you gave a shit abougt #DubNation 2 years ago?
-1,Casually ran into James Harden who wanted nothing to do with his fans. Smash on his face Dubs!! #dubnation THIS_IS_A_URL
-1,Kerr says that First round draft pick Damian Jones will not be active tonight after being recalled fromTHIS_IS_A_MENTION Cruz #Warriors #DubNation
-1,THIS_IS_A_MENTION ayyyy #DubNation I fuck with you
-1,Lucy fucked that ass up 😂 #DubNation
-1,These remind me of cranberry sauce THIS_IS_A_URL #kevindurant #kd9 #nike #basketball #sneakers #tech… THIS_IS_A_URL
-1,Happy Birthday THIS_IS_A_MENTION hope it's a good one!! #DubNation
-1,5 Daily Fantasy Basketball Value Plays for 11/28/16 THIS_IS_A_URL via THIS_IS_A_MENTION #DubNation
-1,Cyber Monday Sale - 30% Off On All Warriors Apparel - THIS_IS_A_URL #DubNation
-1,Happy birthday!! THIS_IS_A_MENTION 😛😛 #DubNation THIS_IS_A_URL
-1,Coming soon: Me as a mom #DubNation THIS_IS_A_URL
-1,SFCR EQUIPMENT #CyberMonday #GilmoreGirls #GivingTuesday #recount #NotforProfit #Dubnation #donate #SocialGood THIS_IS_A_URL
1,12 in a row #DubNation THIS_IS_A_URL
1,.THIS_IS_A_MENTION had some 🔥 defense last night... And some 🔥 offense. #DubNation THIS_IS_A_URL
1,Lock in! #DubNation
1,#DubNation feelin' like THIS_IS_A_URL
1,"Steph #SPLASH puts the squad up 102-94, 2:48 left in the game. #DubNation"
1,Dubs up 95-89 with 4:05 to go 💪🏽 #DubNation THIS_IS_A_URL
1,Game. On 🏀 #DubNation
1,Dubs up 102-99 with 1:28 left in the game. #DubNation THIS_IS_A_URL
1,Gonna be an interesting 4Q #DubNation THIS_IS_A_URL
1,Ian with a quick 5 points in 4 minutes. All tied up at 44 with 4:48 left in the half. #DubNation THIS_IS_A_URL
1,Got a close one at the half. #DubNation THIS_IS_A_URL
1,"Back-to-back buckets for Klay puts the Dubs up 18-14, 4:01 left in 1Q. #DubNation"
1,"Schroder has 9 points &amp; 2 steals, as THIS_IS_A_MENTION lead THIS_IS_A_MENTION 53-50 at the half on NBA League Pass. Klay pacing… THIS_IS_A_URL"
1,really? bogut goes to DAL and plays the ENTIRE 1 st qtr?! wow. did he average 12 mins/ game last yr w GS?? #DubNation #SAvsDAL
1,Got it in time before I head back home to the #BayArea! 😂💙💛 THIS_IS_A_MENTION #DubNation THIS_IS_A_URL
1,THIS_IS_A_MENTION Jun-Jun finally showing his true colors🏀 #DubNation THIS_IS_A_URL
1,"THIS_IS_A_MENTION HOLINESS! YES, THANKS THIS_IS_A_MENTION !!  THIS_IS_A_MENTION 😍 #DubNation"
1,My all-time favorite THIS_IS_A_MENTION player is Chris Webber #DubNation #CLSweeps
1,"Listen up #dubnation, StephenCurry30 has something to say: Enjoyed this one, thanks jasongay. Check it out in wsjm… THIS_IS_A_URL"
1,THIS_IS_A_MENTION lol.  Lock In #DubNation
1,Good luck lol #DubNation THIS_IS_A_URL
1,12 in a row #DubNation THIS_IS_A_URL
1,.THIS_IS_A_MENTION had some 🔥 defense last night... And some 🔥 offense. #DubNation THIS_IS_A_URL
1,Lock in! #DubNation
1,#DubNation feelin' like THIS_IS_A_URL
1,"Steph #SPLASH puts the squad up 102-94, 2:48 left in the game. #DubNation"
1,Dubs up 95-89 with 4:05 to go 💪🏽 #DubNation THIS_IS_A_URL
1,Game. On 🏀 #DubNation
1,Dubs up 102-99 with 1:28 left in the game. #DubNation THIS_IS_A_URL
1,Gonna be an interesting 4Q #DubNation THIS_IS_A_URL
1,Ian with a quick 5 points in 4 minutes. All tied up at 44 with 4:48 left in the half. #DubNation THIS_IS_A_URL
1,Got a close one at the half. #DubNation THIS_IS_A_URL
1,"Back-to-back buckets for Klay puts the Dubs up 18-14, 4:01 left in 1Q. #DubNation"
1,"Schroder has 9 points &amp; 2 steals, as THIS_IS_A_MENTION lead THIS_IS_A_MENTION 53-50 at the half on NBA League Pass. Klay pacing… THIS_IS_A_URL"
1,really? bogut goes to DAL and plays the ENTIRE 1 st qtr?! wow. did he average 12 mins/ game last yr w GS?? #DubNation #SAvsDAL
1,Got it in time before I head back home to the #BayArea! 😂💙💛 THIS_IS_A_MENTION #DubNation THIS_IS_A_URL
1,THIS_IS_A_MENTION Jun-Jun finally showing his true colors🏀 #DubNation THIS_IS_A_URL
1,"THIS_IS_A_MENTION HOLINESS! YES, THANKS THIS_IS_A_MENTION !!  THIS_IS_A_MENTION 😍 #DubNation"
-1,THIS_IS_A_MENTION THIS_IS_A_MENTION most warriors fans have suffered....I see #bandwagonhaters....you gave a shit abougt #DubNation 2 years ago?
1,My all-time favorite THIS_IS_A_MENTION player is Chris Webber #DubNation #CLSweeps
1,"Listen up #dubnation, StephenCurry30 has something to say: Enjoyed this one, thanks jasongay. Check it out in wsjm… THIS_IS_A_URL"
1,THIS_IS_A_MENTION lol.  Lock In #DubNation
1,Good luck lol #DubNation THIS_IS_A_URL
1,THIS_IS_A_MENTION THIS_IS_A_MENTION THIS_IS_A_MENTION Nothing is more annoying than Lakers &amp; Cowboys fans. Let us have our moment! #DubNation
-1,Casually ran into James Harden who wanted nothing to do with his fans. Smash on his face Dubs!! #dubnation THIS_IS_A_URL
1,"i'm not proud of this, but then again, i am. #dubnation #hubnationmorelike THIS_IS_A_MENTION THIS_IS_A_URL"
1,#DubNation #DallasCowboys #HereComesDuke &amp; #WhoeverCanBeatBamaNation .. 2017 looking good for me 💫
1,"""I make the best paper airplane on the West Coast."" #DubNation THIS_IS_A_URL"
1,Try and tell me that warriors fans aren't the shit after watching this 😂 #DubNation THIS_IS_A_URL
1,Bossed up #bosslife #dubtalk #dubnation #jdub2k16 #flipagram @ City of Kendallville THIS_IS_A_URL
1,Mini-Mix: Kevin Durant STRONG Start to 2016-2017 Season! #NBA #DubNation THIS_IS_A_URL
1,Mini-Mix: Kevin Durant's STRONG Start to 2016-2017 Season! #NBA #DubNation THIS_IS_A_URL
1,Why people hating on KD?!?! #DUBNATION
1,Ok im ready and awake!! Let's Go #DubNation
1,I know you not going😂👌🏽🍴#DubNation THIS_IS_A_URL
1,THIS_IS_A_MENTION says the guy with 6 points a game.  #youmadbro. #dubnation
1,"Packers, Saints, Browns...Joe Callahan is now back with the Green Bay Packers. #thedub #d3fb #DubNation… THIS_IS_A_URL"
1,Atlanta hawks tonight 😏  #dubnation 💙💛  let's get this W 😈💯🏀  warriors all day
1,#TrueToAtlanta #DubNation where are you I'm tuned in through THIS_IS_A_MENTION  let's get it crackin 🏀🏀🏀🏀🏀🏀🏀
1,30 minutes until game time!!! Lets go #DubNation ❗️💦💦
1,"THIS_IS_A_MENTION lol Lacin em up #RightNow 4ppl like me!👟😁😍😜💪👌🏀👑 #Splash🌊 Dats rite, #NoMoreDroplets ppl,They Bringin #WAVES! #DubNation #GSW"
1,Marreese Speights #DUBNATION #CLSWEEPS
1,I'm in the building WARRIORS BABY! #goldenstatewarriors #dubnation #warriors #kdbobbleheadnight… THIS_IS_A_URL
1,Draymond Green and Ian Clark are both active for tonight's game. #DubNation
1,Lock in #DubNation
1,#DubNation✨Warriors: Draymond Green and Ian Clark both will play Monday vs. Hawks after missing Saturday's game du… THIS_IS_A_URL
1,Warriors player needs to aware Paul Millsap. Low-post defense is the key tonight. #DubNation #Warriors
1,Game day #DubNation
1,THIS_IS_A_MENTION THIS_IS_A_MENTION #TrueToAtlanta #dubnation - get some 🏀 basketball on your TV THIS_IS_A_MENTION THIS_IS_A_URL
1,Lock in! 🔒🏀 #DubNation
1,Who's down to go to a Nets vs Golden State game? #DubNation
1,Come out &amp; catch #Warriors vs #Hawks at 7:30pm. + Enjoy half #HappyHour all night! 🍻 #DubNation THIS_IS_A_URL
1,Let's go THIS_IS_A_MENTION Time to get the win!!!!! #DubNation 💙💛💙💛💙👏🏽💪🏽💪🏽
1,Lock in! #DubNation  ☝🏻️
1,THIS_IS_A_MENTION Jason Richardson!! #DUBNATION #CLSWEEPS
1,"With a win tonight, THIS_IS_A_MENTION will match Mike Budenholzer in career coaching wins. In 82 less games. #Warriors #DubNation"
1,"Lock in. 
#DubNation THIS_IS_A_URL"
1,Achilles is waiting for the THIS_IS_A_MENTION game to start !!!! #DubNation #Yorkie #ToughYorkie  #LoveMyGoodBoy… THIS_IS_A_URL
1,My all-time favorite THIS_IS_A_MENTION player is _______________ #klaythompson #DubNation #CLSweeps
1,Draymond Green will start tonight and Ian Clark is active. #DubNation
1,Ask me what I do &amp; who I do it for 😆😍 THIS_IS_A_MENTION #DubNation THIS_IS_A_URL
1,THIS_IS_A_MENTION yay just saw day days expected to start! Miss his fire! Love how quickly he recovers💪 #dpoy#beast #dubnation
1,30 minutes away and it's time get LOCKED IN #BEATATLANTA #DUBNATION
1,THIS_IS_A_MENTION THIS_IS_A_MENTION THIS_IS_A_MENTION A savage in the making... Haha #DubNation
1,"At the THIS_IS_A_MENTION game watching warm-ups. THIS_IS_A_MENTION is unreal, rapid-fire bucket after bucket. 🔥🔥🔥#DubNation"
1,Oracle for Warriors vs Hawks. Let's go Warriors! #DubNation THIS_IS_A_URL
1,You can feel the Energy all through the arena.... #WarriorsGround  #DubNation THIS_IS_A_URL
1,THIS_IS_A_URL updates card #76 THIS_IS_A_URL for THIS_IS_A_MENTION #DubNation #WarriorsGround #ThisIsWhyWePlay
1,Gettin' the engine ready for gameday. #DubNation THIS_IS_A_MENTION THIS_IS_A_URL
1,#draymondgreen #LetsGoWarriors #DubNation #Dubs @ Golden State Warriors Home Game THIS_IS_A_URL
1,"UPDATE: Draymond Green starting, Ian Clark available for #Warriors vs #Hawks (via THIS_IS_A_MENTION THIS_IS_A_URL"
1,Lookin' for 12 in a row. #dubnation #gsw #roaracle #splashbros @ Golden State Warriors Home Game THIS_IS_A_URL
1,One #NBA game is still on the board! #TrueToAtlanta #DubNation Join Now - Use Promo Code MYVSI THIS_IS_A_MENTION
1,Game day! Go warriors #DubNation
1,i don't fw the warriors but yeah that's a dub. #dubchallenge #DubNation THIS_IS_A_URL
1,THIS_IS_A_URL updates card #5 THIS_IS_A_URL for THIS_IS_A_MENTION #DubNation #WarriorsGround #ThisIsWhyWePlay
1,Warriors v. Hawks game preview. #DubNation THIS_IS_A_URL
1,"Draymond Green, Ian Clark expected to be available for #Warriors vs #Hawks (via THIS_IS_A_MENTION THIS_IS_A_URL"
1,"NBA Spurs Rumors: Gregg Popovich Praises Kawhi Leonard, Hates Steph Curry THIS_IS_A_URL #NBA #GoSpursGo #DubNation #StephCurry"
1,The #Hawks are 1-8 SU in their last nine games against the #Warriors. #TrueToAtlanta #DubNation… THIS_IS_A_URL
1,"Hasn't even had one full-contact practice yet, #DubNation! THIS_IS_A_URL"
1,WATCH: #Warriors Pregame Live starts NOW on CSN Bay Area and streaming on the THIS_IS_A_MENTION THIS_IS_A_URL #DubNation #NBA
1,"Draymond Green, Ian Clark expected to return against Hawks THIS_IS_A_URL via THIS_IS_A_MENTION #DubNation"
1,THIS_IS_A_MENTION #StephCurry is just #awesome lol. #DubNation #GoGetEm 2nite guys!!! #UGotDis!!!💪👌☝💙💛 THIS_IS_A_URL
1,WATCH: THIS_IS_A_MENTION Who's #Warriors' biggest threat in Western Conference? THIS_IS_A_URL #DubNation… THIS_IS_A_URL
1,Enemy territory #D12 #Warriors #DubNation @ Golden State Warriors… THIS_IS_A_URL
1,GAME DAY #DubNation 💙💛💙 THIS_IS_A_URL
1,Watching my man THIS_IS_A_MENTION  #DubNation #StephGonnaSteph THIS_IS_A_URL
1,It's game day💛💙 #dubnation
1,Got my #KevinDurant #bobblehead #DubNation #DubzAllDay #Warriors @ Golden State Warriors Home Game THIS_IS_A_URL
1,Suite Life #DubNation THIS_IS_A_URL
1,In the building. KD Bobblehead night. #DubNation THIS_IS_A_URL
1,Dude although THIS_IS_A_MENTION Hassan Whiteside is my favorite center of all time I wish he could be on the warriors #DubNation
1,Let's Go Dubs! #KDBobbleHead #Warriors #DubNation THIS_IS_A_URL
1,#Warriors head coach Steve Kerr on status of Draymond Green (left ankle). #DubNation #WarriorsGround THIS_IS_A_URL
1,just landed in miami and i feel like a brand new person im deading everyone i ever knew #dubnation
1,THIS_IS_A_MENTION THIS_IS_A_MENTION I don't think so. #DubNation #Warriors #goldenstatewarriors THIS_IS_A_URL
1,Back home for the first time in 2 years #warriorsground #dubnation… THIS_IS_A_URL
1,I just saw the KD Drake video 😂😂😂😂😂😂😂 KD how you feel about Drake night? I dont give a d*** about a Drake night! Lol #BOSS #DubNation #KD
1,THIS_IS_A_MENTION haha enjoy your bobblehead....hoping you making that collection....#warriors #dubnation
1,At the #Warriors game tonight with THIS_IS_A_MENTION #DubNation #LetsGoWarriors #Dubs #DubzAllDay THIS_IS_A_URL
1,#kdbobbleheadnight #dubnation #godubs #beatatlanta #abc7now #igerssf @ Golden State Warriors… THIS_IS_A_URL
1,Got KD tho #dubnation THIS_IS_A_URL
1,"Let them live 😂, like all of #DubNation don't tweet 💦💦💦 when curry hit a 3 😴 THIS_IS_A_URL"
1,Off to a good start! #DubNation 🏀🏀 THIS_IS_A_URL
1,Hey #DubNation! Watching #Warriors vs #Hawks tonight? Pick up some food to go!  #bayareafood THIS_IS_A_URL
1,Check out some of my recent #moves on THIS_IS_A_MENTION 😂💙💛 #warriors #warriorsground #dubnation… THIS_IS_A_URL
1,Come out &amp; catch #Warriors vs #Hawks on the big screen tonight at 7:30pm. Arrive early to make our #HappyHour! 🍹… THIS_IS_A_URL
1,#kdbobbleheadnight  #dubnation @ Oracle Arena and Oakland Alameda County Coliseum THIS_IS_A_URL
1,Yay!! #KevinDurant #Warriors #DubNation #WarriorsGround #LetsGoWarriors 💙🏀💛 @ Golden State… THIS_IS_A_URL
1,Warriors vs Hawks later 💯🏀💪#DubNation #LetsGoWarriorsLive THIS_IS_A_URL
1,#godubs #dubnation #kdbobbleheadnight #abc7now #igerssf @ Golden State Warriors Oracle Arena THIS_IS_A_URL
-1,Kerr says that First round draft pick Damian Jones will not be active tonight after being recalled fromTHIS_IS_A_MENTION Cruz #Warriors #DubNation
1,THIS_IS_A_MENTION looking ready for tonight's game #goldenstatewarriors  #DubNation #NBA THIS_IS_A_MENTION #TrentFuller THIS_IS_A_URL
1,THIS_IS_A_MENTION THIS_IS_A_MENTION #DubNation or #ChokeNation...I think choke nation wbu???
1,#goldenstatewarriors forward #DraymondGreen returning tonight. Can't wait #godubs #dubnation THIS_IS_A_MENTION #fanart THIS_IS_A_URL
1,Stephen Jackson was the best captain #DUBNATION #CLSWEEPS
1,may laban warriors goodluck #DubNation
1,If the warriors win tonight it will be 12 games won in a row. Focus let's get this win. #DubNation
1,Aye y'all can join #DubNation if ya want. THIS_IS_A_URL
1,Game day! 😎#DubNation
1,THIS_IS_A_MENTION #DubNation #CLSWEEPS Stephen Curry
1,It's the most wonderful time of the year!! ⚽️ #WeDemBoyz #DubNation THIS_IS_A_URL
1,THIS_IS_A_MENTION THIS_IS_A_MENTION  #DubNation knows how to choke a 3-1 lead better
1,Look @ the points and look at his number #Curry30 #DubNation #KDrive THIS_IS_A_URL
1,Durant takes in Raiders home game: 'Atmosphere was on another level' THIS_IS_A_URL #DubNation THIS_IS_A_URL
1,Last year to this year. #dubchallenge #dublife #DubNation #DuborDie THIS_IS_A_URL
1,I've become a person who just watches #NBA #basketball. Like I'm #scouting for the #Warriors. #idontevenknow #DubNation #basketballseason
1,Who you starting your NBA  franchise with? Lillard or Curry? #DubNation #TrailBlazers THIS_IS_A_URL
-1,THIS_IS_A_MENTION ayyyy #DubNation I fuck with you
1,#dubnation #godubs #igerssf #abc7now @ Golden State Warriors Home Game THIS_IS_A_URL
1,#abc7now #igerssf #godubs #dubnation @ Golden State Warriors Home Game THIS_IS_A_URL
1,"Lock In! 
#DubNation"
1,The NBA has announced Kevin Durant as Western Conference Player of the Week ❕👏🏽 #DubNation THIS_IS_A_URL
1,THE BAY ... New TasteMaker 🐻 #DubNation Crewneck Sweatshirt in Royal Blue 🌊🌊🌊🌊 Grabs yours via… THIS_IS_A_URL
1,THIS_IS_A_MENTION are you at Oracle tonight? #DubNation
1,still trying to figure out why #celtics dont feed bradley we he starts heating up? maybe im just used to watching the dubs... #DubNation
1,The Weekly Dish THIS_IS_A_URL #Warriors #DubNation THIS_IS_A_URL
1,Durant takes in Raiders home game: 'Atmosphere was on another level' THIS_IS_A_URL via THIS_IS_A_MENTION #DubNation
1,The Golden State Warriors react to NFL Sunday THIS_IS_A_URL via THIS_IS_A_MENTION #DubNation
